"","text","date","users","sentiment"
"50","RT @AhoraMadrid: Entrevista a @manuelacarmena: «No es tan complicado acabar con la corrupción, lo que pasa es que hay que querer». http://t…","2015-04-22T20:08:29Z","283708128",-1
"51","Olé @manuelacarmena. (Y pedazo de entrevista de @gloudia: http://t.co/qmgl772JUQ) http://t.co/mmrWdPv52O","2015-04-22T14:28:03Z","10613982",1
"52","RT @lolaq20: Yo quiero para España el nivel cultural, de preparación, honestidad, dialogo y cercanía que representa Manuela Carmena. #Adios…","2015-04-22T20:02:16Z","200976175",-1
"53","Manuela Carmena: ""Yo soy de izquierdas, sin ninguna duda"" http://t.co/gWE3pzRUUf vía @ElHuffPost","2015-04-22T17:28:27Z","223924686",-1
"54","RT @BlaancaNiieves: MANUELA CARMENA
""La sociedad rechaza el modelo de capitalismo neoliberal que ha llegado a unos grados de crueldad inace…","2015-04-22T20:35:04Z","3001413286",1
"55","RT @AhoraMadrid: Entrevista a @manuelacarmena: «No es tan complicado acabar con la corrupción, lo que pasa es que hay que querer». http://t…","2015-04-22T12:44:01Z","2833837864",-1
"56","Entrevista a Manuela Carmena, candidata a la alcaldía de Madrid http://t.co/tlOubFqyJf vía @_infoLibre","2015-04-22T16:08:07Z","28966230",1
"57","RT @AlaBuenaGente: Manuela Carmena, de @AhoraMadrid: ""Todo el mundo se extrañará de tener una alcaldesa como yo"" http://t.co/nyHSeokUwk htt…","2015-04-22T14:18:22Z","532949500",1
"58","Os recomiendo este audio http://t.co/9Slfuk9w0l","2015-04-22T16:08:19Z","528784516",1
"59","RT @teclista: Olé @manuelacarmena. (Y pedazo de entrevista de @gloudia: http://t.co/qmgl772JUQ) http://t.co/mmrWdPv52O","2015-04-22T14:32:55Z","195012421",1
"60","RT @ensata: Entrevista a Manuela Carmena, candidata a la alcaldía de Madrid http://t.co/tlOubFqyJf vía @_infoLibre","2015-04-22T16:31:35Z","1350411",1
"61","RT @nacho991960: La proxima acaldesa de Madrid que escucha.Manuela Carmena: ""Yo soy de izquierdas, sin ninguna duda"" http://t.co/lhNBbZNefw…","2015-04-22T15:11:53Z","405580954",1
"62","RT @AhoraMadrid: Entrevista a @manuelacarmena: «No es tan complicado acabar con la corrupción, lo que pasa es que hay que querer». http://t…","2015-04-22T15:12:38Z","1163714534",-1
"63","RT @ensata: Entrevista a Manuela Carmena, candidata a la alcaldía de Madrid http://t.co/tlOubFqyJf vía @_infoLibre","2015-04-22T16:19:29Z","2870902733",1
"64","RT @PodemosEspiritu: Apoya también 'Ahora Madrid', la candidatura de Manuela Carmena apoyada por Podemos:
https://t.co/fNPBpzbW80
#Microcre…","2015-04-22T17:52:04Z","846886628",1
"65","RT @lolaq20: Yo quiero para España el nivel cultural, de preparación, honestidad, dialogo y cercanía que representa Manuela Carmena. #Adios…","2015-04-22T20:10:21Z","2769379270",-1
"66","RT @DescElFuturo: Manuela Carmena gana las primarias de Ahora Madrid
http://t.co/5OgVwNCZi9","2015-04-22T22:12:48Z","166249926",1
"67","RT @BlaancaNiieves: MANUELA CARMENA
""La sociedad rechaza el modelo de capitalismo neoliberal que ha llegado a unos grados de crueldad inace…","2015-04-22T20:26:37Z","1712002262",1
"68","RT @Ahora_Retiro: Una gran entrevista para conocer mejor a @manuelacarmena : http://t.co/csToGRYCSj","2015-04-22T12:35:11Z","299269893",1
"69","Manuela Carmena, candidata de @AhoraMadrid: ""Yo soy de izquierdas, sin ninguna duda"" http://t.co/mlStv5pfh5 http://t.co/nv5xRcFiB2","2015-04-22T12:28:33Z","1307618678",-1
"70","RT @nacho991960: La proxima acaldesa de Madrid que escucha.Manuela Carmena: ""Yo soy de izquierdas, sin ninguna duda"" http://t.co/lhNBbZNefw…","2015-04-22T15:25:33Z","2982561291",1
"71","CARNE CRUDA 49 - Manuela Carmena y Ada Colau, municipalismo http://t.co/i5FWJKOIw1","2015-04-22T12:39:20Z","2878165715",1
"72","Es increible que mucha gente prefiera votar a la banda de ladrones de Esperanza Aguire que a la honestidad y seriedad de Manuela Carmena.","2015-04-22T21:01:15Z","328445281",1
"73","RT @AhoraMadrid: Entrevista a @manuelacarmena: «No es tan complicado acabar con la corrupción, lo que pasa es que hay que querer». http://t…","2015-04-22T15:47:32Z","495412000",-1
"74","RT @antesdedesembar: Manuela Carmena: “La empatía es un elemento imprescindible para la gestión pública” http://t.co/1zpzzuD1gJ","2015-04-22T16:13:22Z","2562191008",1
"75","Recomendable la entrevista a la candidata @manuelacarmena: ""Yo soy de izquierdas, sin ninguna duda"" http://t.co/F060qoPjpy  @ElHuffPost","2015-04-22T14:35:08Z","328650746",1
"76","Manuela Carmena: ""Yo soy de izquierdas, sin ninguna duda"" http://t.co/zIS8d66kYq","2015-04-22T18:54:33Z","961713584",-1
"77","RT @ElHuffPost: Manuela Carmena, candidata de @AhoraMadrid: ""La desigualdad no es inevitable"" http://t.co/TPEgH9n8oa http://t.co/mbeyrNrSnC","2015-04-22T17:04:03Z","434857908",-1
"78","RT @AhoraMadrid: Con Manuela Carmena recuperaremos el prestigio perdido de las instituciones políticas madrileñas. http://t.co/EONV3SqxWd","2015-04-22T18:23:28Z","622100444",1
"79","Manuela Carmena gana las primarias de Ahora Madrid
http://t.co/5OgVwNCZi9","2015-04-22T14:44:40Z","2984222943",1
"80","RT @Octubrista: La gente de IU que apoya a Manuela Carmena en lugar de a IU porque no se va a Podemos de una vez?","2015-04-22T15:27:19Z","1326692816",-1
"81","RT @PodemosEspiritu: Apoya también 'Ahora Madrid', la candidatura de Manuela Carmena apoyada por Podemos:
https://t.co/fNPBpzbW80
#Microcre…","2015-04-22T19:05:47Z","1408271372",1
"82","RT @BlaancaNiieves: MANUELA CARMENA
""La sociedad rechaza el modelo de capitalismo neoliberal que ha llegado a unos grados de crueldad inace…","2015-04-22T20:33:47Z","818271097",1
"83","RT @AhoraMadrid: Entrevista a @manuelacarmena: «No es tan complicado acabar con la corrupción, lo que pasa es que hay que querer». http://t…","2015-04-22T18:54:19Z","600483026",-1
"84","RT @DescElFuturo: Manuela Carmena será la candidata de Podemos a Ahora Madrid http://t.co/KMlGo0C3Wb","2015-04-22T15:05:21Z","166249926",1
"85","Manuela Carmena: Devolver la ciudad a las personas. Controlando el abuso del coche en la ciudad http://t.co/blSKdTSQ9V vía @change_es","2015-04-22T15:49:57Z","250617612",1
"86","RT @ElHuffPost: Manuela Carmena, de @AhoraMadrid: ""Todo el mundo se extrañará de tener una alcaldesa como yo"" http://t.co/TPEgH9n8oa http:/…","2015-04-22T13:06:30Z","996899564",1
"87","MANUELA CARMENA ¿POR QUÉ NO VIVES TU JUBILACIÓN CON UN GRAMO DE DIGNIDAD? http://t.co/Q2GDTfC37g vía @wordpressdotcom","2015-04-22T21:15:09Z","231694343",-1
"88","RT @RamonLuque1: ""Yo soy de izquierdas...sin ninguna duda"". @manuelacarmena 
http://t.co/dLyQnDmhZD","2015-04-22T15:00:25Z","428486667",-1
"89","La gente de IU que apoya a Manuela Carmena en lugar de a IU porque no se va a Podemos de una vez?","2015-04-22T15:12:12Z","1143307916",-1
"90","RT @AhoraMadrid: Entrevista a @manuelacarmena: «No es tan complicado acabar con la corrupción, lo que pasa es que hay que querer». http://t…","2015-04-22T12:56:20Z","976710871",-1
"91","Antonio Miguel Carmona compromete la supresión de parquímetros en los barrios periféricos de la M-30 http://t.co/5zmmzspcna","2015-04-22T17:24:50Z","404954716",1
"92","RT @Gato_directo: Mario Conde define la palabra 'oportunista' delante de Antonio Miguel Carmona http://t.co/8mIyGkSIKC","2015-04-22T15:19:14Z","510845128",1
"93","Antonio Miguel Carmona: “La bicicleta no debe circular entre coches y peatones” http://t.co/jjyBDcfyKr","2015-04-22T21:16:05Z","613226096",-1
"94","Antonio Miguel Carmona: ¿Por qué tiene que haber parquímetros en lugares donde no se necesitan?”... http://t.co/w0fLHFFFtS","2015-04-22T17:31:06Z","293708557",-1
"95","RT @DescElFuturo: Hoy, con Antonio Miguel Carmona
http://t.co/Fh4TZaGp7a","2015-04-22T15:05:03Z","166249926",1
"96","RT @CarmonaEmprende: .@AntonioMiguelC se compromete a suprimir los parquímetros en los barrios periféricos de la M-30 #CarmonaAlcalde  http…","2015-04-22T17:43:16Z","2448231997",1
"97","Mario Conde define la palabra 'oportunista' delante de Antonio Miguel Carmona | Intereconomía TV http://t.co/g3SWeU3d9v","2015-04-22T16:02:56Z","528709424",1
"98","Mario Conde define la palabra 'oportunista' delante de Antonio Miguel Carmona | Intereconomía TV http://t.co/TSG7MxiVXc","2015-04-22T16:01:40Z","263123505",1
"99","Hoy, con Antonio Miguel Carmona
http://t.co/Fh4TZaGp7a","2015-04-22T15:02:21Z","2984222943",1
"100","""@carolinabescan2: @InmonurbMarco TODA LA VERDAD SOBRE EL VÍDEO DE BANKIA CENSURADO POR ANTONIO MIGUEL CARMONA RT https://t.co/HgUqcJQB7D","2015-04-22T19:53:49Z","2894840843",1
"101","RT @Lerapea: Antonio Miguel Carmona: 'Convertiremos Madrid en la capital del español en el mundo' http://t.co/F6jaGCFDvD vía @elmundoes”","2015-04-22T17:00:50Z","2418859946",1
"102","Mañana estaré en las Ramblas firmando vídeos que Antonio Miguel Carmona no quiere que firme.","2015-04-22T18:44:14Z","102118162",-1
"103","RT @PsoeCarabanchel: Antonio Miguel Carmona compromete la supresión de parquímetros en los barrios periféricos de la M-30 http://t.co/5zmmz…","2015-04-22T17:26:42Z","2479879152",1
"104","RT @Lerapea: Antonio Miguel Carmona: 'Convertiremos Madrid en la capital del español en el mundo' http://t.co/F6jaGCFDvD vía @elmundoes”","2015-04-22T20:48:34Z","2318814934",1
"105","RT @Lerapea: Antonio Miguel Carmona: 'Convertiremos Madrid en la capital del español en el mundo' http://t.co/F6jaGCFDvD vía @elmundoes”","2015-04-22T16:47:13Z","1068385375",1
"106","@IgnatiusFarray1 @BeerStationMad antonio miguel carmona","2015-04-22T19:45:47Z","3134583245",1
"107","RT @Gato_directo: El PSOE pide recuperar Madrid como la capital del Imperio Español en su spot electoral http://t.co/f2LCIK5xEf","2015-04-22T12:39:57Z","550896617",1
"108","RT @Lerapea: Antonio Miguel Carmona: 'Convertiremos Madrid en la capital del español en el mundo' http://t.co/F6jaGCFDvD vía @elmundoes”","2015-04-22T17:01:17Z","2975352359",1
"109","RT @Lerapea: Antonio Miguel Carmona: 'Convertiremos Madrid en la capital del español en el mundo' http://t.co/F6jaGCFDvD vía @elmundoes”","2015-04-22T17:43:21Z","311881655",1
"110","Mario Conde define la palabra 'oportunista' delante de Antonio Miguel Carmona | Intereconomía TV http://t.co/6nDnSSb7CN","2015-04-22T19:36:31Z","111627860",1
"111","RT @RamonEspinar: Esta mañana @JoseManuel_Lop se ha reunido con la Policía Municipal.

Que puedan trabajar y hacerlo por la justicia. http:…","2015-04-22T14:15:53Z","341657886",1
"112","RT @FernandoHS61: @PacoLavadoG @JoseManuel_Lop @GanarFuenla Y yo.","2015-04-22T21:27:43Z","815421384",-1
"113","RT @PodemosCMadrid: .@JoseManuel_Lop se ha reunido con la policía municipal, trabajar en conjunto por la defensa de la justicia. http://t.c…","2015-04-22T16:17:37Z","2600345748",1
"114","RT @Pablo_Iglesias_: Tenemos un proyecto para reducir la desigualdad en la Comunidad de Madrid: nuevo modelo productivo @JoseManuel_Lop htt…","2015-04-22T12:19:54Z","497907666",1
"115","RT @amytsmedicos: @JoseManuel_Lop Altos niveles de interinidad y eventualidad que puede desafectar hacia lo publico #AmytsDebate22A","2015-04-22T15:35:08Z","1897445012",1
"116","RT @podremos2015: Sigue:
@JoseManuel_Lop @amontielmarquez @pnique @noepmp @eleonsuarez @laperua @albertjarabo @_PabloFdez_ @Oscar_Urralburu…","2015-04-22T13:35:01Z","3055168421",1
"117","RT @JoseManuel_Lop: Es el momento de tener en cuenta las propuestas para el desarrollo sostenible, optar por otros modelos energéticos #Dia…","2015-04-22T16:17:37Z","1002272419",1
"118","RT @ahorapodemos: El proyecto de @JoseManuel_Lop para las universidades en Madrid: bajada de tasas y su enraizamiento en la sociedad http:/…","2015-04-22T14:03:48Z","2761933666",1
"119","Yo en la Comunidad de Madrid apoyo @JoseManuel_Lop y en las municipales a @GanarFuenla
#LoPrimeroLaUnidadPopular http://t.co/yTVnN7hiEe","2015-04-22T21:18:30Z","815421384",1
"120","RT @RamonEspinar: Esta mañana @JoseManuel_Lop se ha reunido con la Policía Municipal.

Que puedan trabajar y hacerlo por la justicia. http:…","2015-04-22T14:19:37Z","2431372365",1
"121","@JoseManuel_Lop @ahorapodemos Educación también Colegios concertados son una vergüenza para país laico¿Sanidad y educación privada? Pagadla","2015-04-22T17:40:41Z","3129534953",1
"122","RT @podremos2015: ¿Queremos la mejor campaña?
http://t.co/t1GL2rqkPM

@JoseManuel_Lop @josegarmolina @amontielmarquez @pnique @eleonsuarez …","2015-04-22T15:27:43Z","2725466698",1
"123","El PP electoreando en sanidad. @JoseManuel_Lop apostó x servicios y cuidados de proximidad en el debate de candidatos
http://t.co/v5wSU6HgsX","2015-04-22T15:01:07Z","707931426",1
"124","RT @ahorapodemos: El proyecto de @JoseManuel_Lop para las universidades en Madrid: bajada de tasas y su enraizamiento en la sociedad http:/…","2015-04-22T12:49:45Z","352243021",1
"125","RT @JoseManuel_Lop: Es el momento de tener en cuenta las propuestas para el desarrollo sostenible, optar por otros modelos energéticos #Dia…","2015-04-22T16:47:16Z","3037296543",1
"126","RT @Pablo_Iglesias_: Tenemos un proyecto para reducir la desigualdad en la Comunidad de Madrid: nuevo modelo productivo @JoseManuel_Lop htt…","2015-04-22T13:55:53Z","2959635689",1
"127","RT @RamonEspinar: Esta mañana @JoseManuel_Lop se ha reunido con la Policía Municipal.

Que puedan trabajar y hacerlo por la justicia. http:…","2015-04-22T12:50:42Z","2510786648",1
"128","RT @Pablo_Iglesias_: Tenemos un proyecto para reducir la desigualdad en la Comunidad de Madrid: nuevo modelo productivo @JoseManuel_Lop htt…","2015-04-22T12:39:01Z","510593492",1
"129","RT @JoseManuel_Lop: Corrupción y redes clientelares: http://t.co/JqWdS7UQ76","2015-04-22T20:41:25Z","2875751407",1
"130","RT @podemos3E: #SíSePuede acabar con la #PobrezaEnergética y tenemos propuestas para ello, como cuentan @JoseManuel_Lop @icalvo http://t.co…","2015-04-22T15:02:07Z","2803001589",1
"131","RT @JoseManuel_Lop: Debatiendo con otros partidos sobre propuestas políticas sanitarias. La sanidad ha de ser pública y universal. http://t…","2015-04-22T12:45:57Z","3173608300",1
"132","RT @JoseManuel_Lop: El PP empieza con su política electoralista dando pasos atrás. Hay otro modelo de gestión pública que no sea saquear. h…","2015-04-22T17:19:52Z","1367976824",1
"133","RT @Spartabarca: @Pablo_Iglesias_ @JoseManuel_Lop El principal proyecto que necesita este país es tener patriotas de corazón como tu Pablo.…","2015-04-22T12:49:48Z","1603129118",1
"134","RT @RamonEspinar: Esta mañana @JoseManuel_Lop se ha reunido con la Policía Municipal.

Que puedan trabajar y hacerlo por la justicia. http:…","2015-04-22T12:41:29Z","2394458491",1
"135","RT @MarianoNeyra: 2ª Jornada del Plan de Rescate Ciudadano con @JoseManuel_Lop hablando de modelos sostenibles https://t.co/3s6hsJZjPe http…","2015-04-22T22:10:36Z","2714535065",1
"136","En Madrid el candidato del cambio real es @JoseManuel_Lop, aunque ahora todos hablan de unidad popular y desigualdad

http://t.co/3kgk9MFYjD","2015-04-22T15:08:54Z","707931426",1
"137","RT @JoseManuel_Lop: Debatiendo con otros partidos sobre propuestas políticas sanitarias. La sanidad ha de ser pública y universal. http://t…","2015-04-22T18:36:40Z","2356734773",1
"138","Sigue y difunde al candidato por @PodemosCMadrid .

@JoseManuel_Lop

@podemosmad @luisalegrezahon @asaltoalscielos @cbescansa @RamonEspinar","2015-04-22T13:48:01Z","2822552123",1
"139","@ahorapodemos @JoseManuel_Lop Más que bajada de tasas, lo necesario es la subida del nivel.","2015-04-22T16:39:18Z","2956707994",1
"140","@JoseManuel_Lop de @PodemosCMadrid se compromete a bajar las tasas universitarias http://t.co/00cMzKWBuz","2015-04-22T15:01:21Z","334199139",1
"141","RT @Pablo_Iglesias_: Tenemos un proyecto para reducir la desigualdad en la Comunidad de Madrid: nuevo modelo productivo @JoseManuel_Lop htt…","2015-04-22T17:17:47Z","1367976824",1
"142","RT @RamonEspinar: Esta mañana @JoseManuel_Lop se ha reunido con la Policía Municipal.

Que puedan trabajar y hacerlo por la justicia. http:…","2015-04-22T14:35:51Z","3025740016",1
"143","RT @RamonEspinar: Esta mañana @JoseManuel_Lop se ha reunido con la Policía Municipal.

Que puedan trabajar y hacerlo por la justicia. http:…","2015-04-22T16:29:56Z","2360745791",1
"144","RT @arieljereznova: En Madrid el candidato del cambio real es @JoseManuel_Lop, aunque ahora todos hablan de unidad popular y desigualdad

h…","2015-04-22T15:16:07Z","2569785573",1
"145","RT @Pablo_Iglesias_: Tenemos un proyecto para reducir la desigualdad en la Comunidad de Madrid: nuevo modelo productivo @JoseManuel_Lop htt…","2015-04-22T16:22:01Z","548481495",1
"146","Sobre Podemos ha dicho que el “ir muy deprisa puede llevar a cometer errores”. ¿Cree que han cometido ya alguno?... http://t.co/qYXgBbNoQ5","2015-04-22T18:50:05Z","91138529",1
"147","RT @AhoraMadrid: Entrevista a @manuelacarmena: «No es tan complicado acabar con la corrupción, lo que pasa es que hay que querer». http://t…","2015-04-22T12:54:45Z","2575030191",-1
"148","RT @equipoGabilondo: Ángel Gabilondo: ""Nadie nunca jamás debe verse privado de sus derechos humanos por motivos sociales o económicos"" #Enm…","2015-04-22T15:38:19Z","214179556",1
"149","RT @equipoGabilondo: Ángel Gabilondo: ""Algunos piensan que la vida y la salud es un negocio. Es terrorífico."" #EnModoGabilondo http://t.co/…","2015-04-22T21:55:46Z","741026473",1
"150","RT @educagabilondo: #EnModoGabilondo #SolucionesJustas ""Evaluar para mejorar, no para seleccionar o excluir"" @equipoGabilondo @psmadrid htt…","2015-04-22T19:49:20Z","1923200881",-1
"151","Ángel Gabilondo - Frente Al Enemigo #EnModoGabilondo http://t.co/bthbpH081D","2015-04-22T17:31:03Z","483155995",1
"152","RT @equipoGabilondo: Ángel Gabilondo - Soluciones Justas: Frente Al Enemigo https://t.co/Y4tvFSO5WE #EnModoGabilondo","2015-04-22T18:22:06Z","306397976",1
"153","RT @JoseRaigal: Ángel Gabilondo: ""La desigualdad es una forma de violencia.""
#MadridPorLaIgualdad
#EnModoGabilondo
@PSOE @JSE_ORG http://t.…","2015-04-22T18:45:42Z","425374569",1
"154","RT @equipoGabilondo: Ángel Gabilondo: ""El personal sanitario padece maltrato,arbitrariedad, jubilación forzosa sin aviso"" #EnModoGabilondo …","2015-04-22T15:57:09Z","277658957",1
"155","RT @educagabilondo: #EnModoGabilondo #SolucionesJustas ""Evaluar para mejorar, no para seleccionar o excluir"" @equipoGabilondo @psmadrid htt…","2015-04-22T20:48:11Z","1125692346",-1
"156","RT @equipoGabilondo: Á.G.:""Políticas de salud,no políticas de enfermedad,y eso tiene q ver con prevención y at.primaria"". #EnModoGabilondo …","2015-04-22T13:38:37Z","320798310",-1
